row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,evictions
408,20298ad,b,dc52510,10724.0,1042.0,20.184,679.0,36999.0,174279.0,34.798,0.9512836082381868,0.00663952458216785,0.023840571775550226,0.004499347992713446,0.0023093998546670786,0.0,0.01142754755671468,0.0,12.161,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.376,0.091,0.251,0.12300000000000001,0.273,nan,0.14,0.08,nan,0.285,13.396030537555044,nan,22.63,229,3769.0,1169.0,0.526,0.149,0.306,0.11422845691382764,0.3476953907815631,0.313627254509018,0.2244488977955912,7.6076993584,14.848762602999999,0
409,b8c721d,a,f02e4c4,9470.0,1051.0,26.361,578.0,49034.0,92009.0,25.366999999999997,0.9338403270410004,0.0154603021922969,0.04170173540138672,0.0025850667307923533,0.0017033385435453491,0.0,0.004508837321149453,0.00020039276982886456,8.967,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.551,0.061,0.1,0.053,0.294,0.24,0.102,0.05,0.191,0.307,13.109779609802027,nan,23.64,220,2380.0,1910.0,0.49700000000000005,0.218,0.212,0.11465603190428715,0.3848454636091724,0.3379860418743769,0.1625124626121635,11.047376247999999,10.834926705,6
410,84cce13,a,930f257,7518.0,572.0,20.724,618.0,55755.0,45481.0,13.888,0.398868415782095,0.025806128580012012,0.5648407770879231,0.0003004205888243541,0.004025635890246345,0.0,0.0061586220708992594,0.0,10.875,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.39,0.057,0.299,0.163,0.316,nan,0.096,0.09,nan,0.244,10.688015757095345,nan,46.76,376,3799.0,2439.0,0.483,0.302,0.11199999999999999,0.2847152847152847,0.3116883116883116,0.29370629370629364,0.10989010989010987,17.741731085999998,6.4630591813,0
411,95d5d1b,a,930f257,18026.0,1849.0,29.84,675.0,36403.0,68037.0,23.033,0.1692290731237973,0.038656590763309816,0.7813702694034637,0.0,0.0045101026298909564,0.0,0.003948845413726748,0.0022851186658114173,18.557000000000002,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.515,0.038,0.313,0.114,0.306,nan,0.091,0.10099999999999999,nan,0.254,8.277976968221987,nan,14.02,303,6019.0,4419.0,0.418,0.242,0.113,0.3429710867397806,0.3399800598205384,0.2372881355932203,0.0797607178464606,14.246604471,7.6017329825,0
412,17db731,b,f02e4c4,32853.0,2731.0,20.204,654.0,50049.0,152744.0,28.538,0.9624404690439028,0.005412814663625086,0.014267419057910112,0.0013006763517028855,0.004982590947292593,0.0,0.011295873854404292,0.00030015608116220433,6.864,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.529,0.063,0.138,0.069,0.275,0.209,0.08199999999999999,0.07,0.22899999999999998,0.222,12.51722450477488,nan,15.91,214,3349.0,1740.0,0.499,0.24,0.168,0.10557768924302788,0.38645418326693226,0.3376494023904383,0.1703187250996016,11.917643294000001,9.357331179400001,14
413,c5c1167,a,26926ff,29268.0,3099.0,29.8,545.0,40674.0,78532.0,22.663,0.5835124164278892,0.026345113021330788,0.11100167144221586,0.21770534861509075,0.002606653931868832,0.0003979624323463865,0.05642112384590895,0.002009710283349252,16.016,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.401,0.051,0.33299999999999996,0.154,0.349,0.264,0.11599999999999999,0.08,0.09699999999999999,0.37,9.886654626599732,5.4,42.67,381,4929.0,4940.0,0.48,0.253,0.152,0.1536926147704591,0.4141716566866267,0.2754491017964072,0.156686626746507,14.420542471,12.107813961,32
414,a57acdd,a,930f257,82531.0,8100.0,23.525,748.0,49763.0,97078.0,27.743000000000002,0.8178439402544865,0.08159706653115316,0.06724857760639305,0.004523759702667425,0.010542153668330691,0.00019928456839944598,0.01694915254237288,0.0010960651261969529,12.095,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.441,0.065,0.253,0.106,0.321,0.275,0.106,0.10099999999999999,nan,0.301,9.568224904331746,5.7,31.5,362,3769.0,3449.0,0.504,0.24600000000000002,0.149,0.1123370110330993,0.4002006018054163,0.3410230692076229,0.1464393179538616,14.673540543,11.145215602999999,216
415,db30efb,b,be99678,143918.0,17892.0,29.849,836.0,49403.0,185601.0,30.13,0.9137136055850612,0.003210610015903022,0.04150788649843471,0.012602394454946441,0.007171362558886189,0.0008001520288854882,0.020993988857883,0.0,9.362,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.478,0.057999999999999996,0.228,0.09,0.24100000000000002,0.19899999999999998,0.085,0.06,0.16399999999999998,0.187,11.383680709517362,1.2799999999999998,10.19,215,1509.0,1479.0,0.503,0.242,0.155,0.07776669990029911,0.2811565304087737,0.4077766699900299,0.2333000997008973,12.284245507,8.6970537702,236
416,9acb40d,a,ad42790,40940.0,4932.0,29.301,707.0,52772.0,185673.0,24.891,0.7043399095602064,0.0048321261354996176,0.06570891192124534,0.1894633638801072,0.006052663171795589,0.0005002200968426107,0.02900276121493456,0.00010004401936852212,10.058,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.499,0.055,0.282,0.13699999999999998,0.252,0.225,0.095,0.08900000000000001,0.16,0.24100000000000002,10.636583591288444,12.8,43.85,255,1570.0,1170.0,0.501,0.255,0.157,0.08159203980099503,0.31741293532338305,0.3880597014925373,0.21293532338308452,14.142037390999999,11.007589312999999,26
417,d54a641,b,f93b51e,44867.0,6944.0,38.966,662.0,41617.0,113877.0,30.035,0.8907061397759471,0.023171629374930683,0.02389763342845331,0.006292035130529478,0.034565859659383094,0.0,0.021366702630756358,0.0,12.636,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.439,0.064,0.214,0.08900000000000001,0.325,0.266,0.096,0.079,0.142,0.26,10.18479821532244,3.22,19.12,320,2659.0,1000.0,0.474,0.215,0.142,0.1282565130260521,0.3336673346693387,0.26152304609218435,0.27655310621242485,11.498863484000001,9.6492400945,74
418,c71cd5f,b,8af7339,65883.0,9103.0,30.885,782.0,56197.0,208843.0,27.176,0.9174779740113448,0.004817556422738061,0.02909643158868729,0.023031741561733116,0.005501468399243674,0.0008046023253007201,0.018968499818964483,0.00030172587198777,8.378,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.54,0.037000000000000005,0.179,0.091,0.23800000000000002,0.174,0.068,0.08,0.179,0.196,11.326121294462194,2.59,17.43,209,1259.0,1160.0,0.508,0.218,0.14800000000000002,0.053892215568862284,0.2385229540918164,0.3283433133732535,0.3792415169660679,11.741772382999999,8.7568341379,90
419,21708e9,b,6f7cad6,452355.0,57069.0,43.668,830.0,42031.0,162257.0,32.972,0.3106119752567413,0.013332532580625788,0.621173903469261,0.006786379196444658,0.032020098892959384,0.0012011290613176385,0.014273417011991273,0.0006005645306588192,23.451999999999998,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.43200000000000005,0.132,0.317,0.10800000000000001,0.297,0.146,0.07400000000000001,0.06,0.192,0.215,10.272063247747084,8.22,20.0,292,2289.0,2359.0,0.494,0.318,0.099,0.3143712574850299,0.25249500998003993,0.2944111776447106,0.13872255489021956,16.67126642,6.1552400357,892
420,aea4a43,a,dc52510,2741.0,273.0,15.953,553.0,37062.0,45919.0,19.116,0.43255944167816507,0.5577619133321335,0.009678644989701442,0.0,0.0,0.0,0.0,0.0,15.877,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.36700000000000005,0.094,0.256,0.102,0.314,nan,0.138,0.159,nan,0.294,12.621876837844091,nan,nan,229,nan,nan,0.491,0.222,0.19,0.2435129740518962,0.4630738522954092,0.21756487025948104,0.07584830339321356,10.636277303,3.7986704653,0
421,336ddb5,a,2af7250,12649.0,1153.0,22.476,646.0,60486.0,127507.0,24.171,0.960581016779364,0.009035812672176308,0.012942649636864513,0.0005008765339343851,0.004107187578261957,0.0018933132982719761,0.010538442273979464,0.00040070122714750816,7.945,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.5379999999999999,0.046,0.131,0.037000000000000005,0.311,nan,0.102,0.06,nan,0.289,11.830353594327855,nan,19.11,250,6299.0,4240.0,0.515,0.223,0.175,0.07730923694779117,0.3734939759036144,0.31927710843373497,0.22991967871485944,9.0284435922,10.306807287,6
422,4e20f4b,a,3c7c507,166976.0,21327.0,33.207,857.0,54918.0,162628.0,31.680999999999997,0.7708863527914745,0.07182479720057261,0.12263400668045173,0.003181167488468268,0.013788372832829649,9.941148401463336e-05,0.016691188166056945,0.0008947033561317004,10.958,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.519,0.051,0.13699999999999998,0.05,0.313,0.212,0.076,0.08,0.235,0.21600000000000003,12.466845885182902,2.6,9.29,284,1689.0,2200.0,0.509,0.243,0.12300000000000001,0.09699999999999999,0.32899999999999996,0.331,0.243,11.2462458,8.076362663200001,738
423,0563adb,b,bf46354,376237.0,63717.0,39.248000000000005,991.0,53436.0,243488.0,33.119,0.6307915495511832,0.2857416306505073,0.051168132499168864,0.0016320609302747306,0.013701252254158231,0.0003022335056064315,0.016068748048075274,0.0005943925610259821,12.138,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.507,0.051,0.223,0.09,0.27899999999999997,0.18,0.109,0.1,0.22699999999999998,0.226,12.62223979446841,9.76,15.920000000000002,222,1019.0,790.0,0.513,0.204,0.13699999999999998,0.1033099297893681,0.21664994984954866,0.2768304914744233,0.40320962888665995,13.073858395999999,7.8618567058,2160
424,4a47619,a,6f7cad6,835138.0,236258.0,63.47,1557.0,81294.0,797821.0,27.555999999999997,0.4131025490449791,0.052772496989121016,0.15302232529436946,0.0017816440892215511,0.33515810847126976,0.003961420935811047,0.035523395276154834,0.004678059899073346,7.797000000000001,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.632,0.036000000000000004,0.15,0.055,0.151,0.095,0.069,0.07,0.205,0.14800000000000002,7.943691283062727,7.2,3.55,179,709.0,620.0,0.494,0.134,0.14300000000000002,0.13013013013013014,0.12712712712712712,0.2052052052052052,0.5375375375375375,10.604825429,6.8102133345,580
425,eefec3f,a,930f257,11803.0,1002.0,19.009,698.0,50400.0,86413.0,23.448,0.5706196101889237,0.03173321369822042,0.3688250834953392,0.003359752754099995,0.012142963959922235,0.0,0.013319375903494341,0.0,13.068,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.47700000000000004,0.04,0.255,0.151,0.299,nan,0.11900000000000001,0.07,nan,0.311,8.48101413788435,nan,30.01,224,5929.0,nan,0.457,0.19399999999999998,0.19399999999999998,0.1943887775551102,0.3627254509018036,0.3166332665330661,0.12625250501002006,11.113855272999999,9.714332757100001,12
426,66ca73b,a,a972798,32655.0,3527.0,27.793000000000003,679.0,48477.0,97489.0,25.798000000000002,0.8383464693582113,0.007228164709667043,0.14484478044072704,0.0022217307382982146,0.0026942255106964783,0.0011158919092810037,0.0032471449252050827,0.00030159240791378483,10.619000000000002,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.517,0.04,0.217,0.10800000000000001,0.297,0.18899999999999997,0.128,0.08,0.11599999999999999,0.3,13.424443508557664,nan,17.21,302,2740.0,3659.0,0.508,0.257,0.155,0.13713713713713713,0.4574574574574574,0.2552552552552552,0.15015015015015012,14.57569388,10.18764288,228
427,6dbfcff,a,c8ee9c4,32104.0,4061.0,31.809,582.0,36146.0,106526.0,33.045,0.9124130046731784,0.024629455063278446,0.04410437433562647,0.0014039591648448628,0.0007922341001624582,0.0,0.01645640706793157,0.00020056559497783752,19.131,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.40399999999999997,0.073,0.20600000000000002,0.055,0.36200000000000004,0.19899999999999998,0.13699999999999998,0.09,nan,0.354,13.680604243443982,nan,24.5,319,4640.0,2680.0,0.51,0.231,0.17,0.24624624624624625,0.3793793793793794,0.24624624624624625,0.12812812812812813,12.000184617999999,12.769427222000001,109
428,17dc147,b,930f257,3451.0,370.0,28.822,662.0,63124.0,92165.0,16.937,0.6639915628766573,0.0029027721976697465,0.2987243873041382,0.009471675371635194,0.007884692647649658,0.0003013258336681398,0.013529529931699476,0.003194053836882282,6.007999999999999,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.48700000000000004,0.034,0.335,0.252,0.295,nan,0.102,0.079,nan,0.285,10.366025381096454,nan,48.57,283,nan,nan,0.491,0.282,0.14400000000000002,0.17265469061876246,0.373253493013972,0.2694610778443114,0.18463073852295409,13.354169626,8.5239380594,0
429,0563adb,a,bf46354,375188.0,65336.0,39.467,992.0,53437.0,242801.0,32.571999999999996,0.6295581188287197,0.2869576526375814,0.05116097600016006,0.0016106603707520086,0.013705619303914606,0.0003001230504506848,0.016106603707520085,0.0006002461009013695,12.241,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.511,0.049,0.23399999999999999,0.094,0.264,0.17800000000000002,0.10800000000000001,0.09,0.226,0.212,12.513992760436956,9.4,16.68,223,970.0,789.0,0.517,0.203,0.142,0.10179640718562874,0.21656686626746507,0.2774451097804391,0.4041916167664671,12.944874482000001,8.4670550216,2212
430,503a531,a,533155c,1677.0,202.0,23.689,503.0,56507.0,66345.0,27.346999999999998,0.9245728753414008,0.0035784773030840696,0.060435398018380826,0.0029804031020115233,0.0,0.0,0.008432846235122905,0.0,5.707999999999999,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.524,0.033,0.19399999999999998,0.109,0.35100000000000003,nan,0.12,0.109,nan,0.261,12.50298484252958,nan,nan,264,nan,1699.0,0.502,0.222,0.231,0.07214428857715431,0.2985971943887776,0.4158316633266533,0.21342685370741485,11.947431302,13.142174432000001,0
431,b1ad94d,a,f1f4f42,35852.0,4157.0,24.006999999999998,561.0,36763.0,82762.0,29.12,0.9586095198104436,0.021285104425982027,0.008747987962768563,0.002399448126930806,0.0035891744898673304,0.0,0.005368765184007679,0.0,16.992,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.335,0.111,0.228,0.044000000000000004,0.40399999999999997,0.36700000000000005,0.15,0.11,0.096,0.409,12.913105873072555,9.5,32.28,369,11989.0,1640.0,0.49700000000000005,0.204,0.166,0.23523523523523526,0.4154154154154153,0.26826826826826833,0.0810810810810811,10.084659571,14.009654915999999,73
432,cb1f845,b,429dafa,416698.0,55002.0,33.326,788.0,43809.0,123202.0,33.683,0.5793925336425987,0.3515926496170843,0.02661414488812461,0.006258623102917359,0.019305752734398437,0.00019995600967787089,0.015536581951970569,0.0010997580532282898,15.710999999999999,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.078,0.239,0.055,0.336,0.23800000000000002,0.122,0.12,0.14800000000000002,0.309,12.987167246349912,14.05,22.45,328,2170.0,1629.0,0.515,0.245,0.136,0.1465603190428714,0.3280159521435693,0.30608175473579263,0.21934197407776676,13.648448612000001,10.337758052,1329
433,8f1e94b,b,f2c60ec,17161.0,2452.0,33.099000000000004,546.0,38823.0,100658.0,26.605999999999998,0.8950183851307106,0.0681307610940412,0.003818062761295522,0.0017125875182592053,0.0030524354001914065,0.0,0.02776406588424923,0.0005037022112527076,11.863,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.451,0.079,0.20199999999999999,0.06,0.315,0.252,0.141,0.10099999999999999,0.128,0.32299999999999995,13.06315145755996,nan,22.4,349,1609.0,1099.0,0.52,0.242,0.155,0.16883116883116886,0.3806193806193807,0.29070929070929075,0.15984015984015987,12.085996514000001,12.899477048,0
434,be0b559,b,f723d72,47928.0,5723.0,26.563000000000002,620.0,50498.0,110103.0,29.131,0.9173190359192688,0.02725527449244512,0.028956242353105014,0.004078343993395072,0.006624822194149069,0.0,0.015766281047637047,0.0,10.948,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.522,0.053,0.107,0.034,0.302,0.27399999999999997,0.09,0.07,0.23600000000000002,0.28800000000000003,11.602778757521314,nan,15.35,327,1910.0,1749.0,0.51,0.23,0.171,0.08517034068136273,0.3637274549098196,0.3537074148296593,0.19739478957915832,11.183171198,10.954518999000001,191
435,98ec217,b,105ac14,40706.0,4378.0,23.349,576.0,44020.0,89700.0,27.144000000000002,0.9718976761730808,0.004466988951647326,0.009281410377311668,0.0013996565381828288,0.00481442142566434,0.0,0.008139846534112904,0.0,8.454,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.496,0.053,0.149,0.066,0.314,0.27,0.12,0.07,0.215,0.263,13.408706791183526,3.74,22.42,289,2790.0,1969.0,0.49700000000000005,0.19899999999999998,0.19899999999999998,0.09580838323353294,0.4710578842315369,0.2534930139720559,0.17964071856287425,9.774979482300001,11.759373813,61
436,d865109,a,9759812,16981.0,1860.0,23.996,592.0,46389.0,104234.0,24.166,0.953233320253152,0.01562578606860052,0.012164568806785596,0.00575527986557598,0.00730477829092336,0.0010061678086671297,0.0047088653445621674,0.0002012335617334259,7.483,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.475,0.052000000000000005,0.19399999999999998,0.063,0.34700000000000003,0.22899999999999998,0.11900000000000001,0.10099999999999999,nan,0.28,12.932359683405835,nan,15.82,317,2820.0,1880.0,0.51,0.21100000000000002,0.196,0.16,0.40299999999999997,0.27899999999999997,0.158,10.18615041,11.854058079000001,44
437,7d862cf,b,dc52510,18631.0,1521.0,20.291,530.0,37206.0,67812.0,26.199,0.92533128945723,0.031243066620948383,0.021269085701607536,0.0,0.01128501986728252,0.0014118880977833355,0.008854555356098349,0.0006050948990500009,14.685,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.376,0.09300000000000001,0.305,0.11699999999999999,0.308,0.24,0.109,0.071,nan,0.264,12.600104883321647,9.92,33.89,320,nan,6120.0,0.5,0.258,0.134,0.2107892107892108,0.4575424575424576,0.2477522477522477,0.0839160839160839,10.853558767,9.3809653668,45
438,e19b753,a,930f257,61495.0,5101.0,22.147,885.0,56897.0,126402.0,29.090999999999998,0.7817479622330551,0.011616016202853371,0.18190482809288844,0.0066320502765009,0.0039911440286726965,0.0002978465693039326,0.012926541107790677,0.0008836114889350002,8.651,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.45399999999999996,0.046,0.289,0.142,0.298,0.162,0.091,0.06,0.146,0.265,9.768174185518417,1.5,29.96,324,3380.0,1939.0,0.493,0.253,0.139,0.158,0.368,0.308,0.166,13.102855812,8.9921559497,3
439,8867e41,b,37520b7,254461.0,37883.0,35.658,721.0,47476.0,136165.0,31.283,0.7853113604770636,0.10689606543505854,0.04515784596168181,0.00222616193565284,0.023359590627958983,0.00030219392791667516,0.035628664101375995,0.001118117533291698,11.181,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.494,0.055999999999999994,0.162,0.044000000000000004,0.305,0.183,0.099,0.08,0.17,0.205,12.892568833283093,3.37,9.57,236,1569.0,1019.0,0.508,0.22,0.128,0.06686626746506986,0.2315369261477046,0.3512974051896207,0.3502994011976048,12.352854563,8.0479544944,2523
440,2285e95,a,dc52510,31027.0,3656.0,35.106,840.0,43803.0,165991.0,35.38,0.9090261687679916,0.01970932506845605,0.04670056871182258,0.0064193221597007,0.002808453444869056,0.0,0.014834652303433334,0.000501509543726617,10.892000000000001,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.494,0.054000000000000006,0.275,0.102,0.29600000000000004,nan,0.095,0.08,nan,0.225,13.529004929877242,nan,25.34,254,3860.0,3400.0,0.501,0.191,0.151,0.15015015015015015,0.2862862862862863,0.2832832832832833,0.28028028028028035,8.551799240900001,9.256441875,118
441,5841e19,b,a8981de,25257.0,4324.0,48.12,567.0,28850.0,61473.0,30.538,0.22674354914204334,0.7567844800971986,0.00299761983010168,0.0011851055142262455,0.005646679214842699,0.0,0.0066425662015874454,0.0,29.419,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.386,0.11900000000000001,0.256,0.065,0.47100000000000003,0.231,0.157,0.18100000000000002,0.12,0.37200000000000005,12.297974307455766,27.92,30.56,409,2389.0,1609.0,0.536,0.289,0.125,0.2278606965174129,0.27761194029850744,0.32039800995024875,0.1741293532338308,17.216585444,12.183430534000001,157
442,81c5b83,a,f723d72,10744.0,942.0,16.37,534.0,49487.0,108470.0,22.468000000000004,0.977192668218998,0.0013931179970943538,0.012647521245049457,0.00019901685672776484,0.0009055266981113301,0.0,0.007662148984018947,0.0,5.354,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.518,0.028999999999999998,0.12300000000000001,0.049,0.278,0.147,0.098,0.04,0.135,0.264,11.9318643931687,nan,19.86,255,2140.0,5360.0,0.503,0.24,0.21600000000000003,0.09118236472945893,0.4408817635270541,0.3186372745490982,0.14929859719438876,11.783262201,11.690480609000002,5
443,85a5d03,a,f02e4c4,8507.0,672.0,18.871,555.0,51983.0,98890.0,22.175,0.9423730176277864,0.0035476673835701795,0.032451609012884165,0.0030451649213081144,0.004100420092058451,0.0042009205845108645,0.010281200377881852,0.0,5.852,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.6,0.045,0.106,0.07200000000000001,0.33,nan,0.095,0.06,nan,0.22699999999999998,12.956238309268947,nan,26.17,199,2840.0,8569.0,0.506,0.215,0.239,0.109,0.364,0.34600000000000003,0.18100000000000002,9.492732127,10.204687036000001,2
444,ce37de3,a,f2c60ec,16046.0,1584.0,22.572,478.0,30410.0,58434.0,28.201,0.9747786100122492,0.00830337958593546,0.0077310789373280595,0.0,0.00040161449025080827,0.0008032289805016165,0.007982087993734814,0.0,24.049,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.303,0.099,0.21600000000000003,0.063,0.409,0.305,0.141,0.11,0.09699999999999999,0.39299999999999996,12.715594275481575,nan,37.13,388,2659.0,2679.0,0.499,0.20600000000000002,0.152,0.2948846539618857,0.34904714142427284,0.23269809428284854,0.123370110330993,11.688516822,10.930342758,18
445,2469825,a,930f257,3955.0,518.0,27.127,515.0,37174.0,45928.0,27.391,0.6983334336080862,0.08826183743457074,0.20305637446603694,0.0,0.0023163467902051625,0.0,0.008032007701101018,0.0,10.998,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.419,0.049,0.308,0.161,0.301,nan,0.11900000000000001,0.09,nan,0.284,9.847355532700703,nan,nan,264,1330.0,810.0,0.48700000000000004,0.23800000000000002,0.19699999999999998,0.20461384152457368,0.3289869608826479,0.28686058174523565,0.1795386158475426,12.082262211,8.740359897200001,0
446,746dbf1,a,6f7cad6,21316.0,2930.0,37.515,868.0,52168.0,197144.0,28.291,0.3774502461480083,0.006111260896917408,0.5710034650449857,0.010075591903577884,0.019572012022807384,0.0017874439551441438,0.013999980028559159,0.0,11.982999999999999,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.52,0.154,0.29,0.10400000000000001,0.225,nan,0.084,0.06,nan,0.16,7.606858531683938,nan,16.48,219,3049.0,3050.0,0.485,0.285,0.129,0.318,0.218,0.318,0.146,13.388453045999999,6.1539906985,20
447,6a1a0ff,b,2af7250,46840.0,5827.0,29.338,610.0,45331.0,98740.0,31.319000000000003,0.8413527303226065,0.09169969945982646,0.03275987738759698,0.0009984723373238943,0.008427106527013669,0.0,0.024362725030703025,0.0003993889349295578,10.734000000000002,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.48,0.073,0.157,0.032,0.27899999999999997,0.28300000000000003,0.115,0.091,0.22699999999999998,0.292,12.044397637161765,2.58,12.71,232,1990.0,1980.0,0.518,0.222,0.196,0.094188376753507,0.3507014028056112,0.37374749498998,0.1813627254509018,10.380399742,11.154094133,244
448,6ca1183,b,92a2585,25307.0,2045.0,19.336,735.0,65619.0,156899.0,25.838,0.9465075640321534,0.009446302860851763,0.02857856108642469,0.0017175096110639571,0.005601877277946978,0.0,0.007748764291776924,0.0003994208397823157,4.837,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.522,0.037000000000000005,0.11800000000000001,0.055999999999999994,0.316,0.18600000000000003,0.092,0.06,0.188,0.281,9.294530513425592,nan,21.54,226,3169.0,3139.0,0.49700000000000005,0.243,0.152,0.052736318407960205,0.3223880597014926,0.373134328358209,0.2517412935323383,11.598875499000002,9.7902372855,51
